"collection_date","pangolin_call","major_lineage"
2022-07-12,"BA.4","BA.4"
2022-07-12,"BA.4","BA.4"
2022-07-14,"BA.5.2","BA.5"
2022-07-14,"BA.2.12.1","BA.2"
2022-07-13,"BA.5","BA.5"
2022-07-13,"BA.5.1.1","BA.5"
2022-07-13,"BF.1","BA.5"
2022-07-14,"BA.4","BA.4"
2022-07-11,"BE.1","BA.5"
2022-07-13,"BA.4","BA.4"
2022-07-14,"BA.5.1","BA.5"
2022-07-13,"BA.5.1","BA.5"
2022-07-12,"BA.4","BA.4"
2022-07-12,"BA.5.2.1","BA.5"
2022-07-12,"BF.6","BA.5"
2022-07-13,"BA.5.2","BA.5"
2022-07-13,"BA.5.2.1","BA.5"
2022-07-14,"BF.1","BA.5"
2022-07-13,"BA.5.2.1","BA.5"
2022-07-13,"BA.5.8","BA.5"
2022-07-14,"BA.5.2.1","BA.5"
2022-07-11,"BA.2.12.1","BA.2"
2022-07-11,"BA.2.12.1","BA.2"
2022-07-11,"BA.5.1.23","BA.5"
2022-07-11,"BE.1.1","BA.5"
2022-07-12,"BA.4","BA.4"
2022-07-11,"BA.4.1","BA.4"
2022-07-13,"BA.5.1","BA.5"
2022-07-11,"BA.5.2.1","BA.5"
2022-07-12,"BA.4","BA.4"
2022-07-10,"BA.5.2.2","BA.5"
2022-07-13,"BE.1","BA.5"
2022-07-12,"BF.5","BA.5"
2022-07-13,"BA.5.2.1","BA.5"
2022-07-11,"BA.5.1.23","BA.5"
2022-07-13,"BE.1","BA.5"
2022-07-13,"BA.5.2","BA.5"
2022-07-11,"BA.5.1","BA.5"
2022-07-13,"BA.5.1","BA.5"
2022-07-11,"BF.2","BA.5"
2022-07-12,"BA.5.1.22","BA.5"
2022-07-12,"BA.2","BA.2"
2022-07-12,"BA.5.2","BA.5"
2022-07-10,"BA.2.12.1","BA.2"
2022-07-14,"BA.5.2","BA.5"
2022-07-13,"BA.5.1","BA.5"
2022-07-14,"BA.5.3.3","BA.5"
2022-07-13,"BA.5.2","BA.5"
2022-07-14,"BA.5.1","BA.5"
2022-07-13,"BA.5.1","BA.5"
2022-07-12,"BE.1","BA.5"
2022-07-13,"BA.5.1.1","BA.5"
2022-07-13,"BE.4","BA.5"
2022-07-13,"BA.5.1.4","BA.5"
2022-07-12,"BA.5.1","BA.5"
2022-07-14,"BA.5.2.13","BA.5"
2022-07-14,"BA.4.1","BA.4"
2022-07-12,"BA.2.83","BA.2"
2022-07-12,"BA.5.1","BA.5"
2022-07-12,"BA.5.1","BA.5"
2022-07-12,"BA.5.2","BA.5"
2022-07-12,"BA.5.1","BA.5"
2022-07-12,"BA.5.1","BA.5"
2022-07-13,"BE.1","BA.5"
2022-07-13,"BE.1","BA.5"
2022-07-14,"BA.5.2","BA.5"
2022-07-13,"BA.5.2","BA.5"
2022-07-13,"BE.1.1","BA.5"
2022-07-14,"BF.1","BA.5"
2022-07-12,"BA.5.2","BA.5"
2022-07-13,"BA.4.1","BA.4"
2022-07-12,"BA.5.1","BA.5"
2022-07-06,"BA.5.1","BA.5"
2022-07-14,"BA.5.2","BA.5"
2022-07-13,"BA.5.2.1","BA.5"
2022-07-14,"BF.1","BA.5"
2022-07-14,"BA.4.1","BA.4"
2022-07-12,"BA.5.2","BA.5"
2022-07-12,"BA.4.4","BA.4"
2022-07-13,"BE.1.1","BA.5"
2022-07-12,"BA.5.1.23","BA.5"
2022-07-12,"BE.1","BA.5"
2022-07-13,"BE.1","BA.5"
2022-07-12,"BE.1.1","BA.5"
2022-07-12,"BA.5.2","BA.5"
2022-07-13,"BA.5.2.1","BA.5"
2022-07-14,"BA.5.1.4","BA.5"
2022-07-13,"BA.5.2.1","BA.5"
2022-07-13,"DE.1","BA.5"
2022-07-13,"BA.5.1.22","BA.5"
2022-07-13,"BA.5.1","BA.5"
2022-07-12,"BA.4","BA.4"
2022-07-10,"BA.5.1.1","BA.5"
2022-07-13,"BA.5.2.1","BA.5"
2022-07-11,"BA.5.2.1","BA.5"
2022-07-12,"BA.4.1","BA.4"
2022-07-13,"BA.5.2.3","BA.5"
2022-07-13,"BA.5.2.21","BA.5"
2022-07-14,"BA.5","BA.5"
2022-07-13,"BA.5.2","BA.5"
2022-07-13,"BA.2.12.1","BA.2"
2022-07-12,"BA.5.2","BA.5"
2022-07-13,"BA.5.1","BA.5"
2022-07-12,"BA.4.1","BA.4"
2022-07-13,"BE.3","BA.5"
2022-07-13,"BA.4","BA.4"
2022-07-13,"BA.2.12.1","BA.2"
2022-07-12,"BE.1","BA.5"
2022-07-14,"BA.5.2.1","BA.5"
2022-07-12,"BA.5.1","BA.5"
2022-07-12,"BA.5.1","BA.5"
2022-07-13,"BA.5.5","BA.5"
2022-07-14,"BE.1.1","BA.5"
2022-07-13,"BA.5.1","BA.5"
2022-07-13,"BA.2","BA.2"
2022-07-13,"BA.5.3.1","BA.5"
2022-07-14,"BA.5.1","BA.5"
2022-07-15,"BA.5.2.9","BA.5"
2022-07-12,"BE.1.1","BA.5"
2022-07-14,"BA.4.1","BA.4"
2022-07-12,"BA.4","BA.4"
2022-07-11,"BA.5.2","BA.5"
2022-07-14,"BA.5","BA.5"
2022-07-13,"BA.5.1","BA.5"
2022-07-14,"BA.4.6","BA.4"
2022-07-12,"BA.5.1","BA.5"
2022-07-13,"BA.5.1","BA.5"
2022-07-13,"BA.4","BA.4"
2022-07-12,"BA.5.2.1","BA.5"
2022-07-14,"BA.5.1","BA.5"
2022-07-13,"BA.5.1","BA.5"
2022-07-12,"BA.5.1.10","BA.5"
2022-07-12,"BA.5.8","BA.5"
2022-07-12,"BA.5.3.3","BA.5"
2022-07-14,"BA.5.6","BA.5"
2022-07-13,"BA.5.2.1","BA.5"
2022-07-13,"BA.2","BA.2"
2022-07-14,"BA.5.1.22","BA.5"
2022-07-12,"BF.21","BA.5"
2022-07-13,"BF.28","BA.5"
2022-07-13,"XAZ","Other"
2022-07-13,"BE.1.4","BA.5"
2022-07-12,"BA.4.6.4","BA.4"
2022-07-13,"BA.5.1","BA.5"
2022-07-13,"BA.5.2","BA.5"
2022-07-11,"BA.5.1.22","BA.5"
2022-07-14,"BA.4.1","BA.4"
2022-07-14,"BA.5.1","BA.5"
2022-07-14,"BA.5.9","BA.5"
2022-07-13,"BA.5.1","BA.5"
2022-07-13,"BE.1","BA.5"
2022-07-15,"BA.5.1.22","BA.5"
2022-07-13,"BA.5.2","BA.5"
2022-07-13,"BA.4.6.5","BA.4"
2022-07-13,"BA.5","BA.5"
2022-07-13,"BA.5.5","BA.5"
2022-07-12,"BA.5.1.3","BA.5"
2022-07-14,"BA.5.1","BA.5"
2022-07-12,"BA.5.2.1","BA.5"
2022-07-14,"BA.5.2","BA.5"
2022-07-13,"BA.5.2","BA.5"
2022-07-14,"BE.1","BA.5"
2022-07-13,"BA.4.1","BA.4"
2022-07-14,"BA.4.6","BA.4"
2022-07-14,"BA.5.2","BA.5"
2022-07-12,"BA.4","BA.4"
2022-07-15,"BA.5.1.23","BA.5"
2022-07-14,"BF.28","BA.5"
2022-07-14,"BA.5.1.22","BA.5"
2022-07-14,"BA.5.2","BA.5"
2022-07-15,"BA.5.2.3","BA.5"
2022-07-13,"XAZ","Other"
2022-07-14,"BA.5.1","BA.5"
2022-07-15,"BA.4","BA.4"
2022-07-13,"BA.5.1","BA.5"
2022-07-14,"BA.5.2","BA.5"
2022-07-14,"BA.5.1.4","BA.5"
2022-07-13,"BA.5.1","BA.5"
2022-07-14,"BA.5.3.3","BA.5"
2022-07-12,"BA.5.2","BA.5"
2022-07-13,"BE.1","BA.5"
2022-07-13,"BF.4","BA.5"
2022-07-14,"BA.5.1.22","BA.5"
2022-07-14,"BA.5.2.3","BA.5"
2022-07-13,"BA.5.3.3","BA.5"
2022-07-13,"BA.5.2.1","BA.5"
2022-07-14,"BA.5.1.22","BA.5"
2022-07-15,"BA.5.2","BA.5"
2022-07-15,"BA.5.1","BA.5"
2022-07-13,"BA.5","BA.5"
2022-07-11,"BA.5.1.30","BA.5"
2022-07-12,"BE.1.1","BA.5"
2022-07-13,"BA.4","BA.4"
2022-07-15,"BA.2.12.1","BA.2"
2022-07-15,"BA.4","BA.4"
2022-07-14,"BE.1","BA.5"
2022-07-15,"BE.1","BA.5"
2022-07-14,"BE.1.1","BA.5"
2022-07-16,"BE.1","BA.5"
2022-07-14,"BA.4.1","BA.4"
2022-07-14,"BA.5.2.3","BA.5"
2022-07-14,"BA.5.2.1","BA.5"
2022-07-12,"BE.1.1","BA.5"
2022-07-12,"BA.5.2","BA.5"
2022-07-14,"BA.5.1.1","BA.5"
2022-07-14,"BA.5.5","BA.5"
2022-07-14,"BF.28","BA.5"
2022-07-15,"BE.1.1","BA.5"
2022-07-14,"BA.5.2","BA.5"
2022-07-13,"BA.5.1.5","BA.5"
2022-07-15,"BA.4.1","BA.4"
2022-07-14,"BE.1.1","BA.5"
2022-07-12,"BA.5.2.1","BA.5"
2022-07-13,"BA.5.2","BA.5"
2022-07-16,"BA.5.2.1","BA.5"
2022-07-12,"BA.5.2","BA.5"
2022-07-13,"BA.4.1","BA.4"
2022-07-13,"BE.1","BA.5"
2022-07-14,"BF.15","BA.5"
2022-07-16,"BF.4","BA.5"
2022-07-15,"BA.4.6","BA.4"
2022-07-14,"BA.2.12.1","BA.2"
2022-07-16,"BA.5.2.1","BA.5"
2022-07-15,"BA.5.2","BA.5"
2022-07-16,"BA.4.6","BA.4"
2022-07-15,"BE.1","BA.5"
2022-07-15,"BA.5.1","BA.5"
2022-07-14,"BA.4.6.1","BA.4"
2022-07-15,"BA.4.1","BA.4"
2022-07-14,"BA.4.1","BA.4"
2022-07-14,"BA.5.2","BA.5"
2022-07-15,"BA.5.2","BA.5"
2022-07-14,"BA.4","BA.4"
2022-07-13,"BA.5.2.1","BA.5"
2022-07-14,"BA.5.5","BA.5"
2022-07-16,"BA.5.1.22","BA.5"
2022-07-14,"BA.5.2","BA.5"
2022-07-14,"BA.5.2","BA.5"
2022-07-14,"BA.5.5","BA.5"
2022-07-13,"BA.5","BA.5"
2022-07-16,"BA.5.2.1","BA.5"
2022-07-13,"BA.5.2.2","BA.5"
2022-07-13,"BA.5.2.3","BA.5"
2022-07-16,"BA.5.1.17","BA.5"
2022-07-15,"BA.5.2.1","BA.5"
2022-07-15,"BA.5.1.10","BA.5"
2022-07-14,"BF.5","BA.5"
2022-07-15,"BA.4.1","BA.4"
2022-07-14,"BA.5.2.3","BA.5"
2022-07-16,"BE.1","BA.5"
2022-07-14,"BF.5","BA.5"
2022-07-16,"BA.5.1.24","BA.5"
2022-07-14,"BA.5.1","BA.5"
2022-07-15,"BA.4","BA.4"
2022-07-14,"BA.2","BA.2"
2022-07-14,"BA.5.1.30","BA.5"
2022-07-14,"BA.5.1.30","BA.5"
2022-07-13,"BA.5.2.1","BA.5"
2022-07-14,"BA.4.6","BA.4"
2022-07-14,"BA.4","BA.4"
2022-07-15,"BA.5.1","BA.5"
2022-07-12,"BA.5.2.22","BA.5"
2022-07-14,"BA.2","BA.2"
2022-07-16,"BA.4.4","BA.4"
2022-07-14,"BA.4","BA.4"
2022-07-14,"BF.4","BA.5"
2022-07-13,"BA.2.12.1","BA.2"
2022-07-15,"BA.5.1","BA.5"
2022-07-16,"BE.1.1.2","BA.5"
2022-07-16,"BA.5.1","BA.5"
2022-07-16,"BE.1.1.2","BA.5"
2022-07-12,"BE.1.1","BA.5"
2022-07-13,"BA.5.1","BA.5"
2022-07-15,"BA.4","BA.4"
2022-07-16,"BF.1","BA.5"
2022-07-15,"BA.5.1","BA.5"
2022-07-15,"BE.1","BA.5"
2022-07-13,"BA.5","BA.5"
2022-07-16,"BA.5.1","BA.5"
2022-07-15,"BA.4","BA.4"
2022-07-16,"BA.4.1","BA.4"
2022-07-15,"BA.5.1","BA.5"
2022-07-15,"BE.1.1","BA.5"
2022-07-15,"BF.28","BA.5"
2022-07-15,"BA.5.1","BA.5"
2022-07-14,"BA.4.6","BA.4"
2022-07-15,"BA.4.1","BA.4"
2022-07-16,"BF.21","BA.5"
2022-07-14,"BA.4.6","BA.4"
2022-07-14,"BA.5.2","BA.5"
2022-07-13,"BA.5.2.1","BA.5"
2022-07-16,"BA.2.12.1","BA.2"
2022-07-15,"BA.5.1.3","BA.5"
2022-07-15,"BA.5.1.3","BA.5"
2022-07-15,"BA.5.2.1","BA.5"
2022-07-14,"BA.2.12.1","BA.2"
2022-07-15,"BA.5.3.3","BA.5"
2022-07-14,"BA.5.1","BA.5"
2022-07-15,"BE.1.1","BA.5"
2022-07-13,"BA.5.3.3","BA.5"
2022-07-14,"BA.2","BA.2"
2022-07-14,"BA.2.12.1","BA.2"
2022-07-13,"BA.5.1","BA.5"
2022-07-13,"BA.5.2","BA.5"
2022-07-16,"BA.5.1","BA.5"
2022-07-13,"BA.5","BA.5"
2022-07-14,"BA.4.6","BA.4"
2022-07-15,"BA.5.6","BA.5"
2022-07-13,"BE.1.1","BA.5"
2022-07-13,"BA.5.2","BA.5"
2022-07-15,"BE.1.1","BA.5"
2022-07-16,"BA.4","BA.4"
2022-07-13,"BA.5.1","BA.5"
2022-07-15,"BA.5.2.1","BA.5"
2022-07-14,"BA.5.2","BA.5"
2022-07-16,"BA.4.1","BA.4"
2022-07-16,"BE.1.1.2","BA.5"
2022-07-16,"BA.5.1.3","BA.5"
2022-07-14,"BA.5.1","BA.5"
2022-07-15,"BA.4","BA.4"
2022-07-16,"BA.2.3","BA.2"
2022-07-15,"BE.1","BA.5"
2022-07-14,"BA.5.2.1","BA.5"
2022-07-15,"BA.5","BA.5"
2022-07-14,"BA.5.5","BA.5"
2022-07-15,"BA.2","BA.2"
2022-07-14,"BA.5.1","BA.5"
2022-07-15,"BE.1.4","BA.5"
2022-07-15,"BE.1","BA.5"
2022-07-14,"BE.1.1","BA.5"
2022-07-15,"BA.4.6","BA.4"
2022-07-16,"BA.5.2","BA.5"
2022-07-15,"BA.5.1","BA.5"
2022-07-16,"BE.1","BA.5"
2022-07-16,"BA.5.2.2","BA.5"
2022-07-15,"BE.1.4","BA.5"
2022-07-14,"BA.5.1.22","BA.5"
2022-07-14,"BA.5.1","BA.5"
2022-07-15,"BA.4.1","BA.4"
2022-07-14,"BA.5.1.22","BA.5"
2022-07-15,"BA.5.2.1","BA.5"
2022-07-14,"BA.4.1","BA.4"
2022-07-14,"BA.5.2.1","BA.5"
2022-07-12,"BA.5.1.22","BA.5"
2022-07-13,"BA.5","BA.5"
2022-07-14,"BA.5.2.9","BA.5"
2022-07-15,"BA.4","BA.4"
2022-07-14,"BA.5.1","BA.5"
2022-07-14,"BE.1","BA.5"
2022-07-15,"BA.5.1","BA.5"
2022-07-14,"BA.5.2.1","BA.5"
2022-07-15,"BA.5.2","BA.5"
2022-07-14,"BA.4.1","BA.4"
2022-07-13,"BA.5.1.15","BA.5"
2022-07-13,"BA.5.2","BA.5"
2022-07-15,"BA.5.2","BA.5"
2022-07-14,"BE.1","BA.5"
2022-07-12,"BA.5.1.22","BA.5"
2022-07-14,"BA.4","BA.4"
2022-07-12,"BA.5.2.1","BA.5"
2022-07-13,"BE.1.1","BA.5"
2022-07-13,"BA.2.13","BA.2"
2022-07-14,"BA.4.1","BA.4"
2022-07-14,"BA.5.1","BA.5"
2022-07-14,"BA.2.23","BA.2"
2022-07-17,"BF.1","BA.5"
2022-07-16,"BA.4.6","BA.4"
2022-07-15,"BA.5.1","BA.5"
2022-07-17,"BA.5.2.1","BA.5"
2022-07-15,"BA.4.1.5","BA.4"
2022-07-17,"BA.5.2","BA.5"
2022-07-16,"BA.5.2.1","BA.5"
2022-07-16,"BA.5.2.1","BA.5"
2022-07-16,"BA.5.2.1","BA.5"
2022-07-15,"BA.2.76","BA.2"
2022-07-15,"BE.1.4","BA.5"
2022-07-16,"BA.2.12.1","BA.2"
2022-07-16,"BA.4.1","BA.4"
2022-07-16,"BA.4.6.5","BA.4"
2022-07-15,"BA.4","BA.4"
2022-07-15,"BA.5.1","BA.5"
2022-07-15,"BA.5.1.22","BA.5"
2022-07-14,"BA.5.1","BA.5"
2022-07-16,"BA.4.4","BA.4"
2022-07-17,"BA.5.2","BA.5"
2022-07-16,"BA.5.2","BA.5"
2022-07-16,"BA.5.1.2","BA.5"
2022-07-16,"BA.5","BA.5"
2022-07-16,"BA.5.2.1","BA.5"
2022-07-16,"BA.5.1","BA.5"
2022-07-15,"BA.5.2.21","BA.5"
2022-07-15,"BA.5.1","BA.5"
2022-07-16,"BA.5.2","BA.5"
2022-07-15,"BA.2.12.1","BA.2"
2022-07-16,"BA.2","BA.2"
2022-07-15,"BA.5.1","BA.5"
2022-07-15,"BA.5.2","BA.5"
2022-07-16,"BA.5.2","BA.5"
2022-07-15,"BA.4.6","BA.4"
2022-07-16,"BA.5.2.2","BA.5"
2022-07-16,"BA.4.1","BA.4"
2022-07-15,"BA.4.1","BA.4"
2022-07-16,"BA.5.3.3","BA.5"
2022-07-15,"BA.5.2","BA.5"
2022-07-15,"BF.28","BA.5"
2022-07-16,"BA.5.3.1","BA.5"
2022-07-15,"BA.5.1","BA.5"
2022-07-15,"BA.5.1","BA.5"
2022-07-16,"BA.5.1.23","BA.5"
2022-07-16,"BA.5.2.3","BA.5"
2022-07-16,"BA.2.12.1","BA.2"
2022-07-17,"BA.5.1","BA.5"
2022-07-17,"BA.5.1","BA.5"
2022-07-17,"BA.5.2.1","BA.5"
2022-07-16,"BA.5.2.2","BA.5"
2022-07-15,"BA.5.1","BA.5"
2022-07-16,"BA.4.1","BA.4"
2022-07-15,"BA.4","BA.4"
2022-07-15,"BA.5.1","BA.5"
2022-07-15,"BA.5.2.1","BA.5"
2022-07-16,"BA.5.2","BA.5"
2022-07-15,"BA.5.6","BA.5"
2022-07-15,"BA.5.1.19","BA.5"
2022-07-17,"BA.4.1","BA.4"
2022-07-15,"BF.6","BA.5"
2022-07-15,"BA.5.1","BA.5"
2022-07-16,"BA.5.1.24","BA.5"
2022-07-17,"BF.28","BA.5"
2022-07-16,"BA.5.2","BA.5"
2022-07-15,"BA.4.6","BA.4"
2022-07-15,"BA.5.1","BA.5"
2022-07-15,"BE.1","BA.5"
2022-07-17,"BA.5.1.11","BA.5"
2022-07-15,"BA.5.1","BA.5"
2022-07-16,"BA.4.1","BA.4"
2022-07-15,"BA.5.1","BA.5"
2022-07-16,"BA.2.48","BA.2"
2022-07-15,"BA.5.1.5","BA.5"
2022-07-16,"BA.4","BA.4"
2022-07-15,"BA.5.1","BA.5"
2022-07-16,"BA.5.1","BA.5"
2022-07-15,"BA.5.1","BA.5"
2022-07-16,"BE.1","BA.5"
2022-07-17,"BA.5.1","BA.5"
2022-07-17,"BA.5.1","BA.5"
2022-07-15,"BA.5.1.3","BA.5"
2022-07-16,"BA.2.12.1","BA.2"
2022-07-16,"BA.5.2.1","BA.5"
2022-07-16,"BA.5.2","BA.5"
2022-07-16,"BA.5.1","BA.5"
2022-07-16,"BA.5.2.1","BA.5"
2022-07-15,"BA.5.1","BA.5"
2022-07-17,"BA.5.2","BA.5"
2022-07-16,"BA.5.1","BA.5"
2022-07-17,"BA.4","BA.4"
2022-07-17,"BA.5.1","BA.5"
2022-07-15,"BA.5.6","BA.5"
2022-07-16,"BA.4.1","BA.4"
2022-07-16,"BA.5.2","BA.5"
2022-07-16,"BE.1.1","BA.5"
2022-07-16,"BA.5.2","BA.5"
2022-07-16,"BA.5.1.4","BA.5"
2022-07-17,"BA.4.6","BA.4"
2022-07-17,"BA.5.1.22","BA.5"
2022-07-16,"BA.5.1","BA.5"
2022-07-17,"BA.5.1.24","BA.5"
2022-07-15,"BA.4.1","BA.4"
2022-07-16,"BA.5.2.1","BA.5"
2022-07-16,"BA.5.2.1","BA.5"
2022-07-13,"BA.5.1.23","BA.5"
2022-07-16,"BE.1.1","BA.5"
2022-07-15,"BF.1","BA.5"
2022-07-17,"BE.1","BA.5"
2022-07-16,"BA.5.2","BA.5"
2022-07-17,"BA.5.2.1","BA.5"
2022-07-17,"BF.10","BA.5"
2022-07-17,"BA.5.2.3","BA.5"
2022-07-16,"BA.4","BA.4"
2022-07-17,"BA.4.1","BA.4"
2022-07-16,"BA.4","BA.4"
2022-07-16,"BA.5.2.21","BA.5"
2022-07-16,"BA.5.2.1","BA.5"
2022-07-17,"BA.5.1","BA.5"
2022-07-15,"BT.1","BA.5"
2022-07-15,"BA.5.2.1","BA.5"
2022-07-17,"BA.5.2.22","BA.5"
2022-07-17,"BA.5.2","BA.5"
2022-07-16,"BA.4.4","BA.4"
2022-07-17,"BA.5.2.1","BA.5"
2022-07-15,"BA.5.1","BA.5"
2022-07-17,"BA.5.5","BA.5"
2022-07-17,"BA.5.1.11","BA.5"
2022-07-16,"BA.4","BA.4"
2022-07-17,"BA.5.2","BA.5"
2022-07-17,"XAN","Other"
2022-07-16,"BA.5.2.1","BA.5"
2022-07-16,"BA.5.1","BA.5"
2022-07-15,"BA.5.1","BA.5"
2022-07-16,"BF.20","BA.5"
2022-07-16,"BA.5.2","BA.5"
2022-07-14,"BA.5.2.1","BA.5"
2022-07-16,"BA.5.1","BA.5"
2022-07-16,"BA.5.2","BA.5"
2022-07-15,"BE.1.1","BA.5"
2022-07-15,"BA.5.2","BA.5"
2022-07-14,"BA.5.1.17","BA.5"
2022-07-16,"BA.5.1","BA.5"
2022-07-16,"BA.5.2.1","BA.5"
2022-07-15,"BF.28","BA.5"
2022-07-16,"BA.4","BA.4"
2022-07-16,"BF.6","BA.5"
2022-07-17,"BE.1","BA.5"
2022-07-13,"BA.5.1.23","BA.5"
2022-07-15,"BA.5.1","BA.5"
2022-07-16,"BA.5.1","BA.5"
2022-07-16,"BA.4.6","BA.4"
2022-07-15,"BA.5.2.20","BA.5"
2022-07-16,"BA.4.6.5","BA.4"
2022-07-15,"BA.5.1","BA.5"
2022-07-14,"BA.4","BA.4"
2022-07-16,"BA.5.1.5","BA.5"
2022-07-15,"BA.5.1.23","BA.5"
2022-07-15,"BA.5.2","BA.5"
2022-07-16,"BA.5.5","BA.5"
2022-07-17,"BF.10","BA.5"
2022-07-16,"BA.5.2.1","BA.5"
2022-07-16,"BF.28","BA.5"
2022-07-15,"BA.5","BA.5"
2022-07-15,"BF.28","BA.5"
2022-07-16,"XAJ","Other"
2022-07-17,"BA.5.1","BA.5"
2022-07-17,"BA.5.5","BA.5"
2022-07-16,"BF.1","BA.5"
2022-07-16,"BA.5.2.3","BA.5"
2022-07-14,"BA.5.1","BA.5"
2022-07-16,"BA.5.1","BA.5"
2022-07-16,"BA.5.2.1","BA.5"
2022-07-15,"BA.5.3.3","BA.5"
2022-07-16,"BA.4","BA.4"
2022-07-17,"BA.5.1","BA.5"
2022-07-15,"BA.5.1","BA.5"
2022-07-15,"BF.7.4","BA.5"
2022-07-16,"BE.1","BA.5"
2022-07-16,"BF.28","BA.5"
2022-07-15,"BA.5.1.1","BA.5"
2022-07-15,"BF.6","BA.5"
2022-07-14,"BA.5.1","BA.5"
2022-07-16,"BA.5.1.2","BA.5"
2022-07-17,"BA.5.2.1","BA.5"
2022-07-15,"BA.5.1","BA.5"
2022-07-17,"BA.4.1","BA.4"
2022-07-15,"BA.5.1.19","BA.5"
2022-07-15,"BA.5.1","BA.5"
2022-07-16,"BA.4.1","BA.4"
2022-07-16,"BA.5.2","BA.5"
2022-07-15,"BA.4.6","BA.4"
2022-07-17,"BA.5.2.1","BA.5"
2022-07-17,"BA.5.1","BA.5"
2022-07-17,"BA.5.5","BA.5"
2022-07-16,"BA.4","BA.4"
2022-07-17,"BA.5.1","BA.5"
2022-07-17,"BA.5.1","BA.5"
2022-07-17,"BA.5.2.1","BA.5"
2022-07-17,"BA.5.1","BA.5"
2022-07-16,"BA.2.12.1","BA.2"
2022-07-17,"BA.4.1","BA.4"
2022-07-17,"BA.5.1","BA.5"
2022-07-17,"BA.5.1","BA.5"
2022-07-16,"BA.2.12.1","BA.2"
2022-07-17,"BA.5.2","BA.5"
2022-07-16,"BA.5.2.6","BA.5"
2022-07-14,"BA.5.2.1","BA.5"
2022-07-15,"BE.1.4","BA.5"
2022-07-15,"BA.5.1.1","BA.5"
2022-07-16,"BA.4.6.5","BA.4"
2022-07-17,"BA.4.6","BA.4"
2022-07-17,"BA.5.2.1","BA.5"
2022-07-17,"BA.4.1","BA.4"
2022-07-17,"BA.4.6","BA.4"
2022-07-17,"BA.5.1","BA.5"
2022-07-16,"BA.4.6.4","BA.4"
2022-07-17,"BA.5.2","BA.5"
2022-07-17,"BA.5.2","BA.5"
2022-07-15,"BA.5.2.6","BA.5"
2022-07-16,"BF.1.1","BA.5"
2022-07-17,"BA.5.2","BA.5"
2022-07-15,"BA.5.1","BA.5"
2022-07-16,"BA.5.1","BA.5"
2022-07-16,"BA.2.56","BA.2"
2022-07-16,"BE.1.1.2","BA.5"
2022-07-15,"BA.5.8","BA.5"
2022-07-17,"BA.5.2","BA.5"
2022-07-15,"BA.4.6","BA.4"
2022-07-16,"BA.5.1","BA.5"
2022-07-16,"BA.4","BA.4"
2022-07-17,"BA.5.1","BA.5"
2022-07-14,"BF.4","BA.5"
2022-07-17,"BA.5.1.4","BA.5"
2022-07-15,"BA.5.8","BA.5"
2022-07-17,"BA.5.1.10","BA.5"
2022-07-16,"BF.11","BA.5"
2022-07-16,"BA.5.5","BA.5"
2022-07-17,"BA.5.1","BA.5"
2022-07-15,"BA.5.1","BA.5"
2022-07-15,"BA.4","BA.4"
2022-07-16,"BA.5.1","BA.5"
2022-07-16,"BA.5.1","BA.5"
2022-07-16,"BA.5.5","BA.5"
2022-07-15,"BA.5.2","BA.5"
2022-07-16,"BE.1","BA.5"
2022-07-15,"BA.2.9.3","BA.2"
2022-07-15,"BA.5.2","BA.5"
2022-07-16,"BF.10","BA.5"
2022-07-15,"BA.4.1.6","BA.4"
2022-07-17,"BA.5.2.1","BA.5"
2022-07-16,"BE.1.4.4","BA.5"
2022-07-15,"BA.4.1","BA.4"
2022-07-16,"BE.1","BA.5"
2022-07-15,"BA.5.1","BA.5"
2022-07-15,"BA.5.1","BA.5"
2022-07-15,"BA.4","BA.4"
2022-07-16,"BA.5.1","BA.5"
2022-07-17,"BA.5.2.3","BA.5"
2022-07-16,"BA.5.2","BA.5"
2022-07-16,"BA.4.1","BA.4"
2022-07-17,"BA.5.1","BA.5"
2022-07-16,"BF.6","BA.5"
2022-07-18,"BA.5.2.1","BA.5"
2022-07-19,"BA.5.1.9","BA.5"
2022-07-19,"BF.11","BA.5"
2022-07-18,"BA.5.1.24","BA.5"
2022-07-19,"BE.1.1","BA.5"
2022-07-17,"BE.1","BA.5"
2022-07-19,"BA.5.3.3","BA.5"
2022-07-17,"BA.5.1","BA.5"
2022-07-17,"BA.5.1","BA.5"
2022-07-18,"XAJ","Other"
2022-07-18,"BA.5.2.1","BA.5"
2022-07-15,"BA.5.2.1","BA.5"
2022-07-19,"BA.5.1","BA.5"
2022-07-18,"BA.5","BA.5"
2022-07-19,"BA.5.2.13","BA.5"
2022-07-19,"BA.5.1","BA.5"
2022-07-19,"BF.32","BA.5"
2022-07-18,"BA.5.1.23","BA.5"
2022-07-19,"BA.5.1.30","BA.5"
2022-07-18,"BA.5.2.1","BA.5"
2022-07-19,"BE.1.1","BA.5"
2022-07-17,"BF.5","BA.5"
2022-07-19,"BA.5.2.1","BA.5"
2022-07-18,"BA.5.3.3","BA.5"
2022-07-19,"BA.5.2.1","BA.5"
2022-07-18,"BA.5.1.11","BA.5"
2022-07-19,"BA.5.1.23","BA.5"
2022-07-16,"BA.4","BA.4"
2022-07-16,"BA.5.1","BA.5"
2022-07-16,"BE.1","BA.5"
2022-07-15,"BA.5.1.3","BA.5"
2022-07-18,"BA.5.2.1","BA.5"
2022-07-16,"BA.5.1","BA.5"
